Distance (mm)	Counts
0.0	238.0
0.2	196.0
0.4	219.0
0.6	185.0
0.8	259.0
1.0	239.0
1.2	248.0
1.4	264.0
1.6	263.0
1.8	247.0
2.0	270.0
2.2	280.0
2.4	246.0
2.6	294.0
2.8	327.0
3.0	313.0
3.2	336.0
3.4	341.0
3.6	357.0
3.8	357.0
4.0	373.0
4.2	379.0
4.4	408.0
4.6	392.0
4.8	388.0
5.0	407.0
5.2	417.0
5.4	423.0
5.6	507.0
5.8	490.0
6.0	476.0
6.2	522.0
6.4	512.0
6.6	554.0
6.8	553.0
7.0	591.0
7.2	571.0
7.4	633.0
7.6	633.0
7.8	674.0
8.0	709.0
8.2	716.0
8.4	689.0
8.6	735.0
8.8	755.0
9.0	818.0
9.2	890.0
9.4	908.0
9.6	1020.0
9.8	1119.0
10.0	1288.0
10.2	1412.0
10.4	1465.0
10.6	1647.0
10.8	1799.0
11.0	1956.0
11.2	2165.0
11.4	2339.0
11.6	2587.0
11.8	2626.0
12.0	2805.0
12.2	2861.0
12.4	2978.0
12.6	3061.0
12.8	3091.0
13.0	3072.0
13.2	3057.0
13.4	3002.0
13.6	2934.0
13.8	2900.0
14.0	2745.0
14.2	2552.0
14.4	2403.0
14.6	2191.0
14.8	2027.0
15.0	1904.0
15.2	1683.0
15.4	1603.0
15.6	1423.0
15.8	1360.0
16.0	1220.0
16.2	1037.0
16.4	1041.0
16.6	958.0
16.8	860.0
17.0	833.0
17.2	773.0
17.4	799.0
17.6	748.0
17.8	748.0
18.0	761.0
18.2	702.0
18.4	677.0
18.6	714.0
18.8	613.0
19.0	654.0
19.2	579.0
19.4	588.0
19.6	587.0
19.8	536.0
20.0	492.0
