Distance (mm)	Counts
0.0	269.0
0.2	271.0
0.4	264.0
0.6	290.0
0.8	293.0
1.0	297.0
1.2	293.0
1.4	303.0
1.6	354.0
1.8	342.0
2.0	329.0
2.2	378.0
2.4	380.0
2.6	415.0
2.8	392.0
3.0	443.0
3.2	442.0
3.4	470.0
3.6	435.0
3.8	487.0
4.0	512.0
4.2	551.0
4.4	509.0
4.6	585.0
4.8	574.0
5.0	516.0
5.2	564.0
5.4	622.0
5.6	659.0
5.8	626.0
6.0	654.0
6.2	677.0
6.4	714.0
6.6	732.0
6.8	793.0
7.0	867.0
7.2	952.0
7.4	1000.0
7.6	1158.0
7.8	1223.0
8.0	1332.0
8.2	1490.0
8.4	1620.0
8.6	1750.0
8.8	1830.0
9.0	1992.0
9.2	2094.0
9.4	2312.0
9.6	2303.0
9.8	2412.0
10.0	2540.0
10.2	2677.0
10.4	2667.0
10.6	2664.0
10.8	2713.0
11.0	2863.0
11.2	2753.0
11.4	2670.0
11.6	2633.0
11.8	2599.0
12.0	2581.0
12.2	2551.0
12.4	2442.0
12.6	2275.0
12.8	2065.0
13.0	2013.0
13.2	1957.0
13.4	1817.0
13.6	1624.0
13.8	1596.0
14.0	1480.0
14.2	1340.0
14.4	1214.0
14.6	1138.0
14.8	1024.0
15.0	903.0
15.2	852.0
15.4	807.0
15.6	722.0
15.8	715.0
16.0	746.0
16.2	722.0
16.4	682.0
16.6	703.0
16.8	656.0
17.0	657.0
17.2	574.0
17.4	591.0
17.6	588.0
17.8	509.0
18.0	554.0
18.2	524.0
18.4	481.0
18.6	512.0
18.8	460.0
19.0	442.0
19.2	421.0
19.4	410.0
19.6	425.0
19.8	421.0
20.0	392.0
