Distance (mm)	Counts
0.0	256.0
0.2	257.0
0.4	262.0
0.6	291.0
0.8	316.0
1.0	300.0
1.2	334.0
1.4	334.0
1.6	308.0
1.8	359.0
2.0	387.0
2.2	415.0
2.4	394.0
2.6	404.0
2.8	455.0
3.0	462.0
3.2	427.0
3.4	471.0
3.6	471.0
3.8	515.0
4.0	527.0
4.2	569.0
4.4	556.0
4.6	538.0
4.8	545.0
5.0	551.0
5.2	599.0
5.4	586.0
5.6	709.0
5.8	668.0
6.0	700.0
6.2	756.0
6.4	808.0
6.6	868.0
6.8	949.0
7.0	1001.0
7.2	1185.0
7.4	1309.0
7.6	1402.0
7.8	1526.0
8.0	1623.0
8.2	1719.0
8.4	1906.0
8.6	1927.0
8.8	2046.0
9.0	2174.0
9.2	2208.0
9.4	2159.0
9.6	2215.0
9.8	2266.0
10.0	2311.0
10.2	2284.0
10.4	2290.0
10.6	2352.0
10.8	2333.0
11.0	2389.0
11.2	2471.0
11.4	2321.0
11.6	2371.0
11.8	2385.0
12.0	2292.0
12.2	2314.0
12.4	2261.0
12.6	2191.0
12.8	2092.0
13.0	2053.0
13.2	1994.0
13.4	1833.0
13.6	1769.0
13.8	1621.0
14.0	1489.0
14.2	1379.0
14.4	1314.0
14.6	1163.0
14.8	1042.0
15.0	918.0
15.2	851.0
15.4	819.0
15.6	747.0
15.8	785.0
16.0	708.0
16.2	668.0
16.4	738.0
16.6	670.0
16.8	602.0
17.0	601.0
17.2	546.0
17.4	607.0
17.6	545.0
17.8	508.0
18.0	513.0
18.2	514.0
18.4	484.0
18.6	472.0
18.8	459.0
19.0	461.0
19.2	442.0
19.4	399.0
19.6	393.0
19.8	380.0
20.0	372.0
