Distance (mm)	Counts
0.0	231.0
0.2	254.0
0.4	269.0
0.6	278.0
0.8	291.0
1.0	325.0
1.2	285.0
1.4	317.0
1.6	323.0
1.8	348.0
2.0	356.0
2.2	332.0
2.4	367.0
2.6	339.0
2.8	384.0
3.0	400.0
3.2	412.0
3.4	380.0
3.6	426.0
3.8	408.0
4.0	463.0
4.2	441.0
4.4	474.0
4.6	481.0
4.8	499.0
5.0	592.0
5.2	585.0
5.4	700.0
5.6	777.0
5.8	913.0
6.0	960.0
6.2	1065.0
6.4	1191.0
6.6	1251.0
6.8	1310.0
7.0	1430.0
7.2	1548.0
7.4	1614.0
7.6	1718.0
7.8	1719.0
8.0	1749.0
8.2	1668.0
8.4	1588.0
8.6	1505.0
8.8	1531.0
9.0	1514.0
9.2	1347.0
9.4	1300.0
9.6	1207.0
9.8	1143.0
10.0	1020.0
10.2	978.0
10.4	984.0
10.6	904.0
10.8	850.0
11.0	796.0
11.2	922.0
11.4	976.0
11.6	1089.0
11.8	1148.0
12.0	1257.0
12.2	1343.0
12.4	1367.0
12.6	1407.0
12.8	1548.0
13.0	1604.0
13.2	1642.0
13.4	1716.0
13.6	1742.0
13.8	1658.0
14.0	1685.0
14.2	1567.0
14.4	1602.0
14.6	1461.0
14.8	1369.0
15.0	1257.0
15.2	1181.0
15.4	1131.0
15.6	1004.0
15.8	898.0
16.0	848.0
16.2	776.0
16.4	680.0
16.6	582.0
16.8	577.0
17.0	521.0
17.2	493.0
17.4	458.0
17.6	456.0
17.8	439.0
18.0	478.0
18.2	447.0
18.4	435.0
18.6	428.0
18.8	365.0
19.0	415.0
19.2	410.0
19.4	358.0
19.6	363.0
19.8	363.0
20.0	331.0
