Distance (mm)	Counts
0.0	215.0
0.2	222.0
0.4	248.0
0.6	224.0
0.8	216.0
1.0	252.0
1.2	210.0
1.4	273.0
1.6	257.0
1.8	280.0
2.0	252.0
2.2	282.0
2.4	255.0
2.6	259.0
2.8	275.0
3.0	324.0
3.2	328.0
3.4	320.0
3.6	305.0
3.8	333.0
4.0	305.0
4.2	385.0
4.4	360.0
4.6	412.0
4.8	362.0
5.0	373.0
5.2	433.0
5.4	384.0
5.6	436.0
5.8	498.0
6.0	457.0
6.2	494.0
6.4	509.0
6.6	520.0
6.8	531.0
7.0	548.0
7.2	580.0
7.4	585.0
7.6	612.0
7.8	613.0
8.0	634.0
8.2	655.0
8.4	684.0
8.6	735.0
8.8	748.0
9.0	740.0
9.2	847.0
9.4	810.0
9.6	863.0
9.8	906.0
10.0	942.0
10.2	1026.0
10.4	1183.0
10.6	1338.0
10.8	1538.0
11.0	1672.0
11.2	1760.0
11.4	2068.0
11.6	2389.0
11.8	2554.0
12.0	2758.0
12.2	2849.0
12.4	3022.0
12.6	3188.0
12.8	3195.0
13.0	3294.0
13.2	3394.0
13.4	3302.0
13.6	3233.0
13.8	3043.0
14.0	2978.0
14.2	2833.0
14.4	2687.0
14.6	2530.0
14.8	2308.0
15.0	2061.0
15.2	1888.0
15.4	1684.0
15.6	1503.0
15.8	1338.0
16.0	1235.0
16.2	1051.0
16.4	1018.0
16.6	947.0
16.8	890.0
17.0	816.0
17.2	820.0
17.4	793.0
17.6	799.0
17.8	772.0
18.0	702.0
18.2	693.0
18.4	703.0
18.6	675.0
18.8	668.0
19.0	625.0
19.2	634.0
19.4	610.0
19.6	588.0
19.8	543.0
20.0	562.0
