Distance (mm)	Counts
0.0	262.0
0.2	291.0
0.4	264.0
0.6	278.0
0.8	293.0
1.0	329.0
1.2	304.0
1.4	316.0
1.6	321.0
1.8	312.0
2.0	343.0
2.2	302.0
2.4	372.0
2.6	375.0
2.8	382.0
3.0	418.0
3.2	374.0
3.4	404.0
3.6	399.0
3.8	454.0
4.0	461.0
4.2	513.0
4.4	456.0
4.6	507.0
4.8	556.0
5.0	615.0
5.2	684.0
5.4	760.0
5.6	844.0
5.8	916.0
6.0	998.0
6.2	1093.0
6.4	1220.0
6.6	1274.0
6.8	1403.0
7.0	1433.0
7.2	1452.0
7.4	1552.0
7.6	1574.0
7.8	1728.0
8.0	1582.0
8.2	1534.0
8.4	1497.0
8.6	1466.0
8.8	1346.0
9.0	1277.0
9.2	1224.0
9.4	1196.0
9.6	1122.0
9.8	990.0
10.0	911.0
10.2	911.0
10.4	820.0
10.6	817.0
10.8	806.0
11.0	881.0
11.2	894.0
11.4	959.0
11.6	1082.0
11.8	1152.0
12.0	1262.0
12.2	1307.0
12.4	1383.0
12.6	1517.0
12.8	1546.0
13.0	1615.0
13.2	1620.0
13.4	1617.0
13.6	1629.0
13.8	1616.0
14.0	1613.0
14.2	1487.0
14.4	1329.0
14.6	1412.0
14.8	1303.0
15.0	1141.0
15.2	1010.0
15.4	1001.0
15.6	897.0
15.8	791.0
16.0	752.0
16.2	632.0
16.4	574.0
16.6	505.0
16.8	520.0
17.0	487.0
17.2	488.0
17.4	495.0
17.6	456.0
17.8	459.0
18.0	448.0
18.2	395.0
18.4	425.0
18.6	405.0
18.8	404.0
19.0	369.0
19.2	359.0
19.4	362.0
19.6	338.0
19.8	361.0
20.0	348.0
