Distance (mm)	Counts
0.0	120.0
0.2	109.0
0.4	112.0
0.6	144.0
0.8	121.0
1.0	116.0
1.2	122.0
1.4	133.0
1.6	144.0
1.8	133.0
2.0	135.0
2.2	124.0
2.4	115.0
2.6	141.0
2.8	155.0
3.0	153.0
3.2	141.0
3.4	125.0
3.6	134.0
3.8	137.0
4.0	145.0
4.2	152.0
4.4	173.0
4.6	176.0
4.8	159.0
5.0	173.0
5.2	169.0
5.4	149.0
5.6	175.0
5.8	179.0
6.0	190.0
6.2	170.0
6.4	231.0
6.6	192.0
6.8	213.0
7.0	235.0
7.2	226.0
7.4	256.0
7.6	251.0
7.8	248.0
8.0	229.0
8.2	225.0
8.4	258.0
8.6	260.0
8.8	284.0
9.0	275.0
9.2	255.0
9.4	315.0
9.6	305.0
9.8	327.0
10.0	303.0
10.2	344.0
10.4	331.0
10.6	397.0
10.8	411.0
11.0	451.0
11.2	589.0
11.4	624.0
11.6	724.0
11.8	749.0
12.0	746.0
12.2	762.0
12.4	793.0
12.6	758.0
12.8	775.0
13.0	782.0
13.2	789.0
13.4	866.0
13.6	739.0
13.8	654.0
14.0	566.0
14.2	475.0
14.4	428.0
14.6	379.0
14.8	344.0
15.0	344.0
15.2	316.0
15.4	301.0
15.6	320.0
15.8	295.0
16.0	274.0
16.2	311.0
16.4	293.0
16.6	281.0
16.8	285.0
17.0	278.0
17.2	261.0
17.4	261.0
17.6	235.0
17.8	254.0
18.0	223.0
18.2	243.0
18.4	255.0
18.6	221.0
18.8	225.0
19.0	234.0
19.2	188.0
19.4	190.0
19.6	186.0
19.8	216.0
20.0	170.0
