Distance (mm)	Counts
0.0	120.0
0.2	117.0
0.4	113.0
0.6	133.0
0.8	109.0
1.0	127.0
1.2	119.0
1.4	117.0
1.6	112.0
1.8	120.0
2.0	118.0
2.2	127.0
2.4	159.0
2.6	143.0
2.8	155.0
3.0	141.0
3.2	140.0
3.4	139.0
3.6	156.0
3.8	161.0
4.0	154.0
4.2	146.0
4.4	162.0
4.6	186.0
4.8	167.0
5.0	206.0
5.2	174.0
5.4	176.0
5.6	182.0
5.8	174.0
6.0	192.0
6.2	210.0
6.4	188.0
6.6	212.0
6.8	209.0
7.0	226.0
7.2	210.0
7.4	239.0
7.6	220.0
7.8	239.0
8.0	238.0
8.2	239.0
8.4	294.0
8.6	291.0
8.8	262.0
9.0	273.0
9.2	278.0
9.4	267.0
9.6	260.0
9.8	298.0
10.0	344.0
10.2	365.0
10.4	448.0
10.6	499.0
10.8	608.0
11.0	646.0
11.2	720.0
11.4	710.0
11.6	669.0
11.8	654.0
12.0	542.0
12.2	513.0
12.4	484.0
12.6	514.0
12.8	591.0
13.0	734.0
13.2	757.0
13.4	802.0
13.6	751.0
13.8	680.0
14.0	586.0
14.2	536.0
14.4	420.0
14.6	397.0
14.8	340.0
15.0	325.0
15.2	311.0
15.4	306.0
15.6	307.0
15.8	285.0
16.0	300.0
16.2	309.0
16.4	266.0
16.6	250.0
16.8	268.0
17.0	262.0
17.2	269.0
17.4	244.0
17.6	246.0
17.8	248.0
18.0	228.0
18.2	232.0
18.4	223.0
18.6	241.0
18.8	208.0
19.0	182.0
19.2	178.0
19.4	202.0
19.6	184.0
19.8	174.0
20.0	182.0
