Distance (mm)	Counts
0.0	118.0
0.2	110.0
0.4	119.0
0.6	111.0
0.8	124.0
1.0	113.0
1.2	122.0
1.4	112.0
1.6	125.0
1.8	120.0
2.0	136.0
2.2	118.0
2.4	141.0
2.6	138.0
2.8	139.0
3.0	146.0
3.2	163.0
3.4	132.0
3.6	149.0
3.8	162.0
4.0	174.0
4.2	168.0
4.4	162.0
4.6	184.0
4.8	173.0
5.0	160.0
5.2	202.0
5.4	160.0
5.6	183.0
5.8	201.0
6.0	223.0
6.2	196.0
6.4	194.0
6.6	194.0
6.8	235.0
7.0	228.0
7.2	267.0
7.4	281.0
7.6	321.0
7.8	371.0
8.0	479.0
8.2	560.0
8.4	548.0
8.6	582.0
8.8	572.0
9.0	459.0
9.2	377.0
9.4	325.0
9.6	308.0
9.8	279.0
10.0	278.0
10.2	238.0
10.4	248.0
10.6	251.0
10.8	275.0
11.0	302.0
11.2	227.0
11.4	250.0
11.6	244.0
11.8	257.0
12.0	250.0
12.2	258.0
12.4	247.0
12.6	267.0
12.8	260.0
13.0	237.0
13.2	306.0
13.4	350.0
13.6	412.0
13.8	494.0
14.0	581.0
14.2	586.0
14.4	602.0
14.6	507.0
14.8	480.0
15.0	382.0
15.2	314.0
15.4	271.0
15.6	262.0
15.8	219.0
16.0	254.0
16.2	208.0
16.4	219.0
16.6	212.0
16.8	178.0
17.0	205.0
17.2	195.0
17.4	195.0
17.6	166.0
17.8	193.0
18.0	177.0
18.2	199.0
18.4	186.0
18.6	181.0
18.8	154.0
19.0	171.0
19.2	169.0
19.4	155.0
19.6	146.0
19.8	160.0
20.0	130.0
