Distance (mm)	Counts
0.0	106.0
0.2	121.0
0.4	132.0
0.6	121.0
0.8	145.0
1.0	127.0
1.2	121.0
1.4	128.0
1.6	132.0
1.8	140.0
2.0	150.0
2.2	131.0
2.4	130.0
2.6	134.0
2.8	136.0
3.0	145.0
3.2	128.0
3.4	148.0
3.6	154.0
3.8	133.0
4.0	151.0
4.2	147.0
4.4	151.0
4.6	145.0
4.8	125.0
5.0	166.0
5.2	186.0
5.4	164.0
5.6	172.0
5.8	194.0
6.0	225.0
6.2	186.0
6.4	221.0
6.6	189.0
6.8	217.0
7.0	204.0
7.2	227.0
7.4	227.0
7.6	231.0
7.8	219.0
8.0	245.0
8.2	259.0
8.4	275.0
8.6	268.0
8.8	260.0
9.0	267.0
9.2	289.0
9.4	302.0
9.6	288.0
9.8	298.0
10.0	346.0
10.2	336.0
10.4	327.0
10.6	316.0
10.8	374.0
11.0	385.0
11.2	436.0
11.4	548.0
11.6	615.0
11.8	737.0
12.0	760.0
12.2	844.0
12.4	930.0
12.6	912.0
12.8	898.0
13.0	878.0
13.2	823.0
13.4	774.0
13.6	737.0
13.8	613.0
14.0	544.0
14.2	428.0
14.4	385.0
14.6	343.0
14.8	377.0
15.0	346.0
15.2	339.0
15.4	331.0
15.6	316.0
15.8	302.0
16.0	302.0
16.2	308.0
16.4	267.0
16.6	273.0
16.8	281.0
17.0	256.0
17.2	278.0
17.4	252.0
17.6	268.0
17.8	237.0
18.0	240.0
18.2	235.0
18.4	215.0
18.6	213.0
18.8	201.0
19.0	216.0
19.2	201.0
19.4	207.0
19.6	204.0
19.8	192.0
20.0	177.0
