Record Length,2.500000e+03,,  -2.720000000000,  -0.01200,
Sample Interval,4.000000e-03,,  -2.716000000000,  -0.00800,
Trigger Point,6.800000000000e+02,,  -2.712000000000,  -0.00800,
,,,  -2.708000000000,  -0.00400,
,,,  -2.704000000000,   0.00000,
,,,  -2.700000000000,   0.00400,
Source,CH2,,  -2.696000000000,   0.00800,
Vertical Units,V,,  -2.692000000000,   0.00800,
Vertical Scale,1.000000e-01,,  -2.688000000000,   0.01200,
Vertical Offset,1.000000e-01,,  -2.684000000000,   0.01200,
Horizontal Units,s,,  -2.680000000000,   0.01600,
Horizontal Scale,1.000000e+00,,  -2.676000000000,   0.01600,
Pt Fmt,Y,,  -2.672000000000,   0.02000,
Yzero,0.000000e+00,,  -2.668000000000,   0.02000,
Probe Atten,1.000000e+00,,  -2.664000000000,   0.02000,
Model Number,TDS2012C,,  -2.660000000000,   0.02000,
Serial Number,C018359,,  -2.656000000000,   0.02000,
Firmware Version,FV:v24.17,,  -2.652000000000,   0.02400,
,,,-02.648000000000,   0.02000,
,,,-02.644000000000,   0.02000,
,,,-02.640000000000,   0.02000,
,,,-02.636000000000,   0.02400,
,,,-02.632000000000,   0.02000,
,,,-02.628000000000,   0.02000,
,,,-02.624000000000,   0.02000,
,,,-02.620000000000,   0.02400,
,,,-02.616000000000,   0.02400,
,,,-02.612000000000,   0.02400,
,,,-02.608000000000,   0.02000,
,,,-02.604000000000,   0.02400,
,,,-02.600000000000,   0.02000,
,,,-02.596000000000,   0.02400,
,,,-02.592000000000,   0.02000,
,,,-02.588000000000,   0.02000,
,,,-02.584000000000,   0.02000,
,,,-02.580000000000,   0.02000,
,,,-02.576000000000,   0.02000,
,,,-02.572000000000,   0.02400,
,,,-02.568000000000,   0.02400,
,,,-02.564000000000,   0.02000,
,,,-02.560000000000,   0.02400,
,,,-02.556000000000,   0.02000,
,,,-02.552000000000,   0.02000,
,,,-02.548000000000,   0.02400,
,,,-02.544000000000,   0.02000,
,,,-02.540000000000,   0.02400,
,,,-02.536000000000,   0.02400,
,,,-02.532000000000,   0.02400,
,,,-02.528000000000,   0.02400,
,,,-02.524000000000,   0.02000,
,,,-02.520000000000,   0.02400,
,,,-02.516000000000,   0.02400,
,,,-02.512000000000,   0.02400,
,,,-02.508000000000,   0.02000,
,,,-02.504000000000,   0.02000,
,,,-02.500000000000,   0.02000,
,,,-02.496000000000,   0.02400,
,,,-02.492000000000,   0.02400,
,,,-02.488000000000,   0.02400,
,,,-02.484000000000,   0.02400,
,,,-02.480000000000,   0.02400,
,,,-02.476000000000,   0.02400,
,,,-02.472000000000,   0.02400,
,,,-02.468000000000,   0.02400,
,,,-02.464000000000,   0.02400,
,,,-02.460000000000,   0.02000,
,,,-02.456000000000,   0.02400,
,,,-02.452000000000,   0.02400,
,,,-02.448000000000,   0.02400,
,,,-02.444000000000,   0.02400,
,,,-02.440000000000,   0.02000,
,,,-02.436000000000,   0.02000,
,,,-02.432000000000,   0.02000,
,,,-02.428000000000,   0.02000,
,,,-02.424000000000,   0.02400,
,,,-02.420000000000,   0.02400,
,,,-02.416000000000,   0.02000,
,,,-02.412000000000,   0.02400,
,,,-02.408000000000,   0.02400,
,,,-02.404000000000,   0.02400,
,,,-02.400000000000,   0.02400,
,,,-02.396000000000,   0.02000,
,,,-02.392000000000,   0.02000,
,,,-02.388000000000,   0.02000,
,,,-02.384000000000,   0.02000,
,,,-02.380000000000,   0.02400,
,,,-02.376000000000,   0.02400,
,,,-02.372000000000,   0.02000,
,,,-02.368000000000,   0.02400,
,,,-02.364000000000,   0.02000,
,,,-02.360000000000,   0.02400,
,,,-02.356000000000,   0.02000,
,,,-02.352000000000,   0.02000,
,,,-02.348000000000,   0.02400,
,,,-02.344000000000,   0.02400,
,,,-02.340000000000,   0.02400,
,,,-02.336000000000,   0.02000,
,,,-02.332000000000,   0.02400,
,,,-02.328000000000,   0.02000,
,,,-02.324000000000,   0.02400,
,,,-02.320000000000,   0.02000,
,,,-02.316000000000,   0.02000,
,,,-02.312000000000,   0.02000,
,,,-02.308000000000,   0.02400,
,,,-02.304000000000,   0.02000,
,,,-02.300000000000,   0.02000,
,,,-02.296000000000,   0.02400,
,,,-02.292000000000,   0.02000,
,,,-02.288000000000,   0.02400,
,,,-02.284000000000,   0.02000,
,,,-02.280000000000,   0.02000,
,,,-02.276000000000,   0.02000,
,,,-02.272000000000,   0.02000,
,,,-02.268000000000,   0.02000,
,,,-02.264000000000,   0.01600,
,,,-02.260000000000,   0.01200,
,,,-02.256000000000,   0.01200,
,,,-02.252000000000,   0.00800,
,,,-02.248000000000,   0.00000,
,,,-02.244000000000,  -0.00800,
,,,-02.240000000000,  -0.01600,
,,,-02.236000000000,  -0.02800,
,,,-02.232000000000,  -0.03600,
,,,-02.228000000000,  -0.04400,
,,,-02.224000000000,  -0.04800,
,,,-02.220000000000,  -0.05200,
,,,-02.216000000000,  -0.04800,
,,,-02.212000000000,  -0.04800,
,,,-02.208000000000,  -0.04400,
,,,-02.204000000000,  -0.04000,
,,,-02.200000000000,  -0.03200,
,,,-02.196000000000,  -0.02800,
,,,-02.192000000000,  -0.02000,
,,,-02.188000000000,  -0.01200,
,,,-02.184000000000,  -0.01200,
,,,-02.180000000000,  -0.00400,
,,,-02.176000000000,   0.00400,
,,,-02.172000000000,   0.00800,
,,,-02.168000000000,   0.01200,
,,,-02.164000000000,   0.01200,
,,,-02.160000000000,   0.01600,
,,,-02.156000000000,   0.01600,
,,,-02.152000000000,   0.02000,
,,,-02.148000000000,   0.02000,
,,,-02.144000000000,   0.02000,
,,,-02.140000000000,   0.02000,
,,,-02.136000000000,   0.02400,
,,,-02.132000000000,   0.02400,
,,,-02.128000000000,   0.02400,
,,,-02.124000000000,   0.02400,
,,,-02.120000000000,   0.02400,
,,,-02.116000000000,   0.02400,
,,,-02.112000000000,   0.02400,
,,,-02.108000000000,   0.02400,
,,,-02.104000000000,   0.02400,
,,,-02.100000000000,   0.02400,
,,,-02.096000000000,   0.02000,
,,,-02.092000000000,   0.02400,
,,,-02.088000000000,   0.02400,
,,,-02.084000000000,   0.02400,
,,,-02.080000000000,   0.02400,
,,,-02.076000000000,   0.02400,
,,,-02.072000000000,   0.02400,
,,,-02.068000000000,   0.02400,
,,,-02.064000000000,   0.02400,
,,,-02.060000000000,   0.02400,
,,,-02.056000000000,   0.02000,
,,,-02.052000000000,   0.02400,
,,,-02.048000000000,   0.02400,
,,,-02.044000000000,   0.02400,
,,,-02.040000000000,   0.02400,
,,,-02.036000000000,   0.02400,
,,,-02.032000000000,   0.02400,
,,,-02.028000000000,   0.02400,
,,,-02.024000000000,   0.02400,
,,,-02.020000000000,   0.02400,
,,,-02.016000000000,   0.02000,
,,,-02.012000000000,   0.02400,
,,,-02.008000000000,   0.02000,
,,,-02.004000000000,   0.02400,
,,,-02.000000000000,   0.02400,
