Distance (mm)	Counts
0.0	180.0
0.2	151.0
0.4	170.0
0.6	155.0
0.8	187.0
1.0	164.0
1.2	185.0
1.4	181.0
1.6	194.0
1.8	202.0
2.0	198.0
2.2	177.0
2.4	187.0
2.6	205.0
2.8	211.0
3.0	211.0
3.2	241.0
3.4	234.0
3.6	206.0
3.8	239.0
4.0	241.0
4.2	251.0
4.4	294.0
4.6	274.0
4.8	264.0
5.0	306.0
5.2	306.0
5.4	304.0
5.6	304.0
5.8	327.0
6.0	329.0
6.2	328.0
6.4	378.0
6.6	396.0
6.8	385.0
7.0	393.0
7.2	452.0
7.4	405.0
7.6	471.0
7.8	455.0
8.0	453.0
8.2	436.0
8.4	469.0
8.6	493.0
8.8	526.0
9.0	541.0
9.2	534.0
9.4	648.0
9.6	664.0
9.8	714.0
10.0	771.0
10.2	919.0
10.4	1106.0
10.6	1369.0
10.8	1595.0
11.0	1793.0
11.2	1866.0
11.4	2075.0
11.6	2246.0
11.8	2206.0
12.0	2106.0
12.2	1958.0
12.4	1755.0
12.6	1567.0
12.8	1475.0
13.0	1242.0
13.2	1058.0
13.4	901.0
13.6	759.0
13.8	672.0
14.0	642.0
14.2	577.0
14.4	572.0
14.6	536.0
14.8	567.0
15.0	512.0
15.2	505.0
15.4	488.0
15.6	467.0
15.8	457.0
16.0	463.0
16.2	479.0
16.4	423.0
16.6	450.0
16.8	464.0
17.0	423.0
17.2	419.0
17.4	379.0
17.6	395.0
17.8	368.0
18.0	329.0
18.2	346.0
18.4	352.0
18.6	306.0
18.8	304.0
19.0	296.0
19.2	292.0
19.4	269.0
19.6	285.0
19.8	273.0
20.0	259.0
