Distance (mm)	Counts
0.0	179.0
0.2	159.0
0.4	190.0
0.6	167.0
0.8	190.0
1.0	180.0
1.2	179.0
1.4	177.0
1.6	184.0
1.8	212.0
2.0	214.0
2.2	194.0
2.4	234.0
2.6	236.0
2.8	206.0
3.0	211.0
3.2	234.0
3.4	257.0
3.6	281.0
3.8	250.0
4.0	230.0
4.2	278.0
4.4	265.0
4.6	304.0
4.8	325.0
5.0	292.0
5.2	324.0
5.4	308.0
5.6	365.0
5.8	339.0
6.0	335.0
6.2	391.0
6.4	331.0
6.6	368.0
6.8	389.0
7.0	414.0
7.2	435.0
7.4	477.0
7.6	546.0
7.8	654.0
8.0	752.0
8.2	800.0
8.4	949.0
8.6	1023.0
8.8	1134.0
9.0	1224.0
9.2	1261.0
9.4	1262.0
9.6	1251.0
9.8	1142.0
10.0	1043.0
10.2	1036.0
10.4	944.0
10.6	792.0
10.8	682.0
11.0	697.0
11.2	566.0
11.4	543.0
11.6	615.0
11.8	592.0
12.0	647.0
12.2	687.0
12.4	748.0
12.6	841.0
12.8	969.0
13.0	1000.0
13.2	1154.0
13.4	1188.0
13.6	1284.0
13.8	1209.0
14.0	1319.0
14.2	1235.0
14.4	1083.0
14.6	989.0
14.8	944.0
15.0	832.0
15.2	683.0
15.4	684.0
15.6	605.0
15.8	503.0
16.0	473.0
16.2	423.0
16.4	422.0
16.6	445.0
16.8	427.0
17.0	399.0
17.2	400.0
17.4	358.0
17.6	363.0
17.8	366.0
18.0	355.0
18.2	364.0
18.4	322.0
18.6	317.0
18.8	301.0
19.0	323.0
19.2	270.0
19.4	269.0
19.6	298.0
19.8	281.0
20.0	272.0
