Distance (mm)	Counts
0.0	156.0
0.2	180.0
0.4	191.0
0.6	168.0
0.8	183.0
1.0	186.0
1.2	192.0
1.4	215.0
1.6	187.0
1.8	214.0
2.0	216.0
2.2	220.0
2.4	234.0
2.6	221.0
2.8	271.0
3.0	253.0
3.2	249.0
3.4	282.0
3.6	257.0
3.8	290.0
4.0	305.0
4.2	327.0
4.4	347.0
4.6	315.0
4.8	331.0
5.0	331.0
5.2	344.0
5.4	397.0
5.6	367.0
5.8	377.0
6.0	383.0
6.2	419.0
6.4	414.0
6.6	467.0
6.8	471.0
7.0	467.0
7.2	478.0
7.4	488.0
7.6	572.0
7.8	610.0
8.0	690.0
8.2	800.0
8.4	910.0
8.6	1001.0
8.8	1120.0
9.0	1175.0
9.2	1359.0
9.4	1340.0
9.6	1335.0
9.8	1294.0
10.0	1232.0
10.2	1284.0
10.4	1190.0
10.6	1150.0
10.8	1153.0
11.0	1113.0
11.2	1186.0
11.4	1253.0
11.6	1258.0
11.8	1436.0
12.0	1375.0
12.2	1374.0
12.4	1312.0
12.6	1231.0
12.8	1209.0
13.0	1076.0
13.2	1005.0
13.4	885.0
13.6	785.0
13.8	720.0
14.0	602.0
14.2	525.0
14.4	528.0
14.6	496.0
14.8	518.0
15.0	465.0
15.2	492.0
15.4	425.0
15.6	434.0
15.8	410.0
16.0	473.0
16.2	423.0
16.4	358.0
16.6	362.0
16.8	358.0
17.0	354.0
17.2	351.0
17.4	340.0
17.6	346.0
17.8	348.0
18.0	323.0
18.2	309.0
18.4	317.0
18.6	255.0
18.8	291.0
19.0	252.0
19.2	251.0
19.4	255.0
19.6	252.0
19.8	199.0
20.0	222.0
