Distance (mm)	Counts
0.0	184.0
0.2	161.0
0.4	179.0
0.6	178.0
0.8	179.0
1.0	189.0
1.2	179.0
1.4	214.0
1.6	224.0
1.8	218.0
2.0	219.0
2.2	243.0
2.4	187.0
2.6	246.0
2.8	245.0
3.0	253.0
3.2	229.0
3.4	270.0
3.6	263.0
3.8	246.0
4.0	262.0
4.2	289.0
4.4	282.0
4.6	312.0
4.8	310.0
5.0	312.0
5.2	312.0
5.4	360.0
5.6	371.0
5.8	378.0
6.0	446.0
6.2	600.0
6.4	668.0
6.6	733.0
6.8	853.0
7.0	988.0
7.2	959.0
7.4	1010.0
7.6	1058.0
7.8	1001.0
8.0	994.0
8.2	901.0
8.4	844.0
8.6	746.0
8.8	638.0
9.0	620.0
9.2	522.0
9.4	494.0
9.6	463.0
9.8	443.0
10.0	447.0
10.2	434.0
10.4	455.0
10.6	397.0
10.8	431.0
11.0	417.0
11.2	443.0
11.4	449.0
11.6	556.0
11.8	560.0
12.0	638.0
12.2	720.0
12.4	812.0
12.6	919.0
12.8	960.0
13.0	1047.0
13.2	1045.0
13.4	1062.0
13.6	1005.0
13.8	883.0
14.0	902.0
14.2	747.0
14.4	704.0
14.6	634.0
14.8	516.0
15.0	444.0
15.2	388.0
15.4	357.0
15.6	362.0
15.8	350.0
16.0	335.0
16.2	299.0
16.4	291.0
16.6	280.0
16.8	311.0
17.0	274.0
17.2	283.0
17.4	280.0
17.6	297.0
17.8	262.0
18.0	262.0
18.2	228.0
18.4	282.0
18.6	215.0
18.8	261.0
19.0	226.0
19.2	229.0
19.4	238.0
19.6	218.0
19.8	199.0
20.0	198.0
