Distance (mm)	Counts
0.0	44.0
0.4	41.0
0.8	50.0
1.2	55.0
1.6	49.0
2.0	60.0
2.4	48.0
2.8	56.0
3.2	43.0
3.6	49.0
4.0	53.0
4.4	52.0
4.8	46.0
5.2	62.0
5.6	59.0
6.0	62.0
6.4	69.0
6.8	57.0
7.2	73.0
7.6	64.0
8.0	51.0
8.4	57.0
8.8	66.0
9.2	63.0
9.6	65.0
10.0	68.0
10.4	96.0
10.8	78.0
11.2	87.0
11.6	78.0
12.0	104.0
12.4	102.0
12.8	123.0
13.2	115.0
13.6	108.0
14.0	132.0
14.4	140.0
14.8	131.0
15.2	157.0
15.6	175.0
16.0	151.0
16.4	166.0
16.8	176.0
17.2	179.0
17.6	236.0
18.0	360.0
18.4	521.0
18.8	731.0
19.2	776.0
19.6	702.0
20.0	509.0
20.4	288.0
20.8	206.0
21.2	183.0
21.6	203.0
22.0	177.0
22.4	179.0
22.8	159.0
23.2	153.0
23.6	164.0
24.0	139.0
24.4	126.0
24.8	117.0
25.2	128.0
25.6	116.0
26.0	97.0
26.4	102.0
26.8	97.0
27.2	77.0
27.6	84.0
28.0	77.0
28.4	68.0
28.8	70.0
29.2	54.0
29.6	57.0
30.0	72.0
