Distance (mm)	Counts
0.0	159.0
0.2	171.0
0.4	194.0
0.6	173.0
0.8	181.0
1.0	187.0
1.2	189.0
1.4	174.0
1.6	168.0
1.8	203.0
2.0	184.0
2.2	173.0
2.4	239.0
2.6	192.0
2.8	219.0
3.0	217.0
3.2	246.0
3.4	263.0
3.6	229.0
3.8	257.0
4.0	229.0
4.2	268.0
4.4	273.0
4.6	290.0
4.8	284.0
5.0	294.0
5.2	306.0
5.4	351.0
5.6	318.0
5.8	333.0
6.0	360.0
6.2	391.0
6.4	402.0
6.6	401.0
6.8	375.0
7.0	469.0
7.2	443.0
7.4	461.0
7.6	484.0
7.8	482.0
8.0	500.0
8.2	496.0
8.4	526.0
8.6	546.0
8.8	524.0
9.0	602.0
9.2	619.0
9.4	633.0
9.6	644.0
9.8	803.0
10.0	921.0
10.2	1092.0
10.4	1229.0
10.6	1349.0
10.8	1380.0
11.0	1435.0
11.2	1527.0
11.4	1573.0
11.6	1569.0
11.8	1620.0
12.0	1646.0
12.2	1744.0
12.4	1693.0
12.6	1652.0
12.8	1695.0
13.0	1694.0
13.2	1666.0
13.4	1772.0
13.6	1756.0
13.8	1753.0
14.0	1581.0
14.2	1632.0
14.4	1533.0
14.6	1413.0
14.8	1375.0
15.0	1151.0
15.2	1031.0
15.4	1016.0
15.6	901.0
15.8	764.0
16.0	727.0
16.2	672.0
16.4	639.0
16.6	571.0
16.8	580.0
17.0	535.0
17.2	565.0
17.4	583.0
17.6	477.0
17.8	500.0
18.0	490.0
18.2	512.0
18.4	455.0
18.6	441.0
18.8	463.0
19.0	423.0
19.2	435.0
19.4	383.0
19.6	428.0
19.8	356.0
20.0	391.0
