Distance (mm)	Counts
0.0	171.0
0.2	186.0
0.4	171.0
0.6	181.0
0.8	190.0
1.0	202.0
1.2	179.0
1.4	195.0
1.6	217.0
1.8	189.0
2.0	198.0
2.2	196.0
2.4	205.0
2.6	214.0
2.8	229.0
3.0	225.0
3.2	248.0
3.4	262.0
3.6	255.0
3.8	256.0
4.0	264.0
4.2	264.0
4.4	251.0
4.6	280.0
4.8	290.0
5.0	289.0
5.2	339.0
5.4	337.0
5.6	373.0
5.8	335.0
6.0	392.0
6.2	402.0
6.4	343.0
6.6	346.0
6.8	402.0
7.0	387.0
7.2	430.0
7.4	469.0
7.6	501.0
7.8	466.0
8.0	520.0
8.2	498.0
8.4	505.0
8.6	559.0
8.8	507.0
9.0	539.0
9.2	567.0
9.4	588.0
9.6	608.0
9.8	652.0
10.0	657.0
10.2	610.0
10.4	731.0
10.6	715.0
10.8	744.0
11.0	850.0
11.2	942.0
11.4	1184.0
11.6	1365.0
11.8	1553.0
12.0	1863.0
12.2	2024.0
12.4	2242.0
12.6	2379.0
12.8	2590.0
13.0	2705.0
13.2	2789.0
13.4	2806.0
13.6	2805.0
13.8	2707.0
14.0	2528.0
14.2	2254.0
14.4	2257.0
14.6	2053.0
14.8	1738.0
15.0	1585.0
15.2	1391.0
15.4	1215.0
15.6	1048.0
15.8	902.0
16.0	798.0
16.2	732.0
16.4	763.0
16.6	722.0
16.8	662.0
17.0	667.0
17.2	633.0
17.4	678.0
17.6	619.0
17.8	643.0
18.0	596.0
18.2	574.0
18.4	572.0
18.6	558.0
18.8	538.0
19.0	533.0
19.2	509.0
19.4	486.0
19.6	501.0
19.8	496.0
20.0	421.0
