Distance (mm)	Counts
0.0	215.0
0.2	197.0
0.4	193.0
0.6	186.0
0.8	218.0
1.0	192.0
1.2	222.0
1.4	212.0
1.6	222.0
1.8	215.0
2.0	215.0
2.2	211.0
2.4	261.0
2.6	267.0
2.8	296.0
3.0	251.0
3.2	277.0
3.4	264.0
3.6	309.0
3.8	286.0
4.0	340.0
4.2	355.0
4.4	343.0
4.6	380.0
4.8	387.0
5.0	397.0
5.2	416.0
5.4	405.0
5.6	478.0
5.8	469.0
6.0	487.0
6.2	460.0
6.4	440.0
6.6	510.0
6.8	480.0
7.0	495.0
7.2	528.0
7.4	559.0
7.6	587.0
7.8	579.0
8.0	623.0
8.2	676.0
8.4	643.0
8.6	743.0
8.8	732.0
9.0	822.0
9.2	939.0
9.4	1019.0
9.6	1219.0
9.8	1391.0
10.0	1580.0
10.2	1792.0
10.4	2006.0
10.6	2224.0
10.8	2407.0
11.0	2501.0
11.2	2582.0
11.4	2718.0
11.6	2695.0
11.8	2709.0
12.0	2520.0
12.2	2494.0
12.4	2256.0
12.6	2070.0
12.8	1937.0
13.0	1646.0
13.2	1503.0
13.4	1335.0
13.6	1182.0
13.8	1041.0
14.0	935.0
14.2	811.0
14.4	706.0
14.6	719.0
14.8	649.0
15.0	656.0
15.2	612.0
15.4	599.0
15.6	639.0
15.8	562.0
16.0	613.0
16.2	562.0
16.4	560.0
16.6	556.0
16.8	478.0
17.0	495.0
17.2	519.0
17.4	439.0
17.6	465.0
17.8	466.0
18.0	455.0
18.2	464.0
18.4	405.0
18.6	395.0
18.8	365.0
19.0	350.0
19.2	323.0
19.4	339.0
19.6	344.0
19.8	308.0
20.0	298.0
