Distance (mm)	Counts
0.0	208.0
0.2	220.0
0.4	227.0
0.6	200.0
0.8	188.0
1.0	227.0
1.2	223.0
1.4	210.0
1.6	259.0
1.8	236.0
2.0	233.0
2.2	258.0
2.4	222.0
2.6	248.0
2.8	268.0
3.0	258.0
3.2	287.0
3.4	305.0
3.6	325.0
3.8	350.0
4.0	350.0
4.2	336.0
4.4	363.0
4.6	369.0
4.8	402.0
5.0	401.0
5.2	454.0
5.4	459.0
5.6	433.0
5.8	464.0
6.0	541.0
6.2	515.0
6.4	515.0
6.6	502.0
6.8	530.0
7.0	531.0
7.2	566.0
7.4	592.0
7.6	590.0
7.8	659.0
8.0	658.0
8.2	723.0
8.4	720.0
8.6	868.0
8.8	953.0
9.0	1091.0
9.2	1254.0
9.4	1355.0
9.6	1499.0
9.8	1705.0
10.0	1922.0
10.2	2075.0
10.4	2218.0
10.6	2332.0
10.8	2337.0
11.0	2431.0
11.2	2536.0
11.4	2507.0
11.6	2483.0
11.8	2438.0
12.0	2312.0
12.2	2214.0
12.4	2058.0
12.6	1820.0
12.8	1702.0
13.0	1486.0
13.2	1377.0
13.4	1233.0
13.6	1134.0
13.8	1002.0
14.0	923.0
14.2	857.0
14.4	753.0
14.6	687.0
14.8	674.0
15.0	619.0
15.2	634.0
15.4	667.0
15.6	573.0
15.8	584.0
16.0	547.0
16.2	571.0
16.4	563.0
16.6	503.0
16.8	511.0
17.0	522.0
17.2	518.0
17.4	468.0
17.6	439.0
17.8	468.0
18.0	444.0
18.2	462.0
18.4	428.0
18.6	399.0
18.8	407.0
19.0	353.0
19.2	324.0
19.4	302.0
19.6	357.0
19.8	280.0
20.0	279.0
