Distance (mm)	Counts
0.0	50.0
0.4	42.0
0.8	52.0
1.2	42.0
1.6	51.0
2.0	51.0
2.4	64.0
2.8	39.0
3.2	53.0
3.6	41.0
4.0	54.0
4.4	63.0
4.8	69.0
5.2	51.0
5.6	65.0
6.0	54.0
6.4	63.0
6.8	61.0
7.2	60.0
7.6	52.0
8.0	62.0
8.4	52.0
8.8	64.0
9.2	73.0
9.6	84.0
10.0	67.0
10.4	89.0
10.8	77.0
11.2	102.0
11.6	99.0
12.0	92.0
12.4	94.0
12.8	124.0
13.2	123.0
13.6	106.0
14.0	151.0
14.4	153.0
14.8	167.0
15.2	157.0
15.6	154.0
16.0	155.0
16.4	172.0
16.8	249.0
17.2	518.0
17.6	559.0
18.0	562.0
18.4	438.0
18.8	254.0
19.2	184.0
19.6	179.0
20.0	151.0
20.4	155.0
20.8	126.0
21.2	158.0
21.6	130.0
22.0	128.0
22.4	126.0
22.8	141.0
23.2	120.0
23.6	105.0
24.0	105.0
24.4	84.0
24.8	87.0
25.2	77.0
25.6	92.0
26.0	62.0
26.4	75.0
26.8	62.0
27.2	56.0
27.6	61.0
28.0	48.0
28.4	74.0
28.8	53.0
29.2	54.0
29.6	54.0
30.0	55.0
